longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.38,34.01,18,9528,2075,3922,1920,4.7612,304100,<1H OCEAN
-121.89,37.35,44,2019,615,1243,518,2.0549,193800,<1H OCEAN
-119.3,35.87,20,1934,377,1341,336,2.1434,62600,INLAND
-121.28,37.94,48,1766,444,1406,421,1.7039,52700,INLAND
-117.07,32.78,26,3725,623,1516,627,4.7143,268300,NEAR OCEAN
-117.29,34.12,45,1369,351,1046,274,1.8438,72100,INLAND
-118.82,35.23,31,2358,580,2302,574,1.9688,53900,INLAND
-117.25,33.12,8,8552,1437,3335,1323,5.311,255800,NEAR OCEAN
-118.69,34.08,23,204,40,117,41,9.7646,500001,NEAR OCEAN
-117.81,33.82,22,2898,335,1057,324,10.8111,500001,<1H OCEAN
-122.13,37.71,44,1421,298,609,270,3.5781,180000,NEAR BAY
-121.99,37.27,27,2937,497,1454,511,5.4051,273500,<1H OCEAN
-117.79,33.69,15,1875,316,890,316,6.5783,244800,<1H OCEAN
-119.59,36.11,32,752,159,524,155,2.25,50000,INLAND
-121.4,38.55,19,2497,494,748,442,2.925,142400,INLAND
-115.54,32.79,30,752,194,733,186,1.6607,56100,INLAND
-121.59,39.78,16,2754,570,1063,543,1.4048,86500,INLAND
-121.31,38.72,11,2306,420,1308,418,3.9506,122200,INLAND
-118.17,33.8,26,1589,380,883,366,3.5313,187500,NEAR OCEAN
-122.16,37.75,44,617,131,378,135,2.5568,111100,NEAR BAY
-119.77,36.76,43,1945,413,1492,422,1.5174,54600,INLAND
-118.1,33.82,36,2422,420,1193,421,4.8462,225700,<1H OCEAN
-119.09,35.3,3,2821,519,1353,495,3.6852,109800,INLAND
-117.96,34.07,35,2819,529,1508,485,4.6118,191700,<1H OCEAN
-121.64,36.82,18,1819,283,919,295,4.1696,222500,<1H OCEAN
-121.7,37.93,10,3258,612,1779,558,4.6587,152500,INLAND
-118.97,34.18,18,7338,1020,3419,1058,7.0242,293100,<1H OCEAN
-118.3,34.09,25,2345,852,2860,862,1.4497,205600,<1H OCEAN
-117.6,33.41,29,2193,389,922,387,4.5476,309200,NEAR OCEAN
-118.27,33.77,39,1731,485,2115,478,1.5369,141300,NEAR OCEAN
-117.97,33.94,35,1928,360,1056,366,4.0893,215700,<1H OCEAN
-119.71,36.81,9,1122,290,662,284,2.0536,55000,INLAND
-118.4,34.01,44,1494,262,618,266,5.4035,356300,<1H OCEAN
-122.36,37.54,23,6184,747,2165,700,10.1675,500001,NEAR OCEAN
-117.09,32.62,37,1925,428,1344,426,2.4866,129700,NEAR OCEAN
-122.08,37.34,23,2597,335,922,338,10.5142,500001,<1H OCEAN
-121.63,36.67,34,2486,560,2443,557,2.5263,130400,<1H OCEAN
-118.9,34.17,14,4719,734,1880,731,5.3558,313800,<1H OCEAN
-121.31,37.81,36,284,53,130,47,3.1429,179200,INLAND
-118.04,33.72,15,1836,490,942,477,4.0238,182500,<1H OCEAN
-117.29,32.81,35,1878,308,598,257,6.9553,500001,NEAR OCEAN
-116.18,33.69,17,89,19,79,21,2.375,155000,INLAND
-121.99,37.58,31,2878,478,1276,485,6.2073,282500,<1H OCEAN
-121.97,37.25,21,2775,389,856,350,7.9135,496400,<1H OCEAN
-118.05,33.87,18,4928,773,2952,754,5.8855,313800,<1H OCEAN
-117.86,33.6,30,1891,364,635,314,6.6265,500001,<1H OCEAN
-118.11,34.16,52,2489,437,1101,438,4.2065,320300,INLAND
-122.33,37.99,4,3999,1079,1591,887,3.911,112500,NEAR BAY
-117.76,34.05,36,3839,1004,4711,942,2.3859,116200,INLAND
-118.1,33.97,35,2426,529,2010,514,2.9922,163500,<1H OCEAN
-117.94,33.82,27,1366,326,878,325,3.4,196900,<1H OCEAN
-122.7,38.23,47,2090,387,1053,377,3.5673,310300,<1H OCEAN
-118.22,33.9,40,1802,496,2096,468,2.3542,97900,<1H OCEAN
-122.15,37.72,31,1616,372,739,379,2.9097,210900,NEAR BAY
-122.44,37.71,52,2711,591,1848,524,3.9567,251500,NEAR BAY
-118.21,34.13,52,2465,611,1433,570,3.25,214200,<1H OCEAN
-118.32,34.07,52,2980,366,967,359,11.2185,500001,<1H OCEAN
-122.24,37.76,49,2428,525,1110,492,3.6719,229800,NEAR BAY
-117.94,33.86,33,1013,312,706,266,2.1432,197500,<1H OCEAN
-120.93,37.66,10,7566,1348,3227,1199,4.744,148100,INLAND
-116.9,33.74,14,2281,426,894,430,2.3712,127900,INLAND
-118.02,33.96,36,2002,361,913,311,4.5446,244700,<1H OCEAN
-121.83,38,25,1710,288,799,259,4.8359,145300,INLAND
-116.95,33.73,21,4587,810,2233,765,3.2371,94500,INLAND
-118.3,34.09,29,3245,1190,3906,1102,2.1927,253300,<1H OCEAN
-117.24,33.04,13,3498,663,1412,618,3.212,147600,NEAR OCEAN
-118.4,34,34,1816,335,872,339,4.85,329400,<1H OCEAN
-120.93,39.17,13,2331,464,1110,419,3.6563,164900,INLAND
-117.82,34.13,27,3770,573,1606,562,6.1321,309700,INLAND
-119.33,36.31,15,1472,228,892,257,5.3909,113000,INLAND
-119.24,34.28,41,1280,240,608,252,4.4038,229100,NEAR OCEAN
-121.84,36.59,34,3852,733,1661,696,4.3269,221300,<1H OCEAN
-118.49,34.02,27,4725,1185,1945,1177,4.1365,470800,<1H OCEAN
-121.23,37.79,23,1985,424,1198,389,2.7734,116800,INLAND
-117.93,33.95,31,3600,468,1382,435,7.4597,500001,<1H OCEAN
-117.8,34.1,13,2996,495,1187,464,6.2456,161700,INLAND
-122.34,37.93,30,2515,481,1327,428,2.1287,95000,NEAR BAY
-118.32,33.86,32,3485,678,1715,649,4.6563,291700,<1H OCEAN
-121.01,37.64,36,1981,507,1998,468,1.9013,69900,INLAND
-121.84,39.76,14,2351,620,1215,548,2.3155,102300,INLAND
-120.58,38.77,21,1661,406,789,319,2.3583,108700,INLAND
-124.19,40.73,21,5694,1056,2907,972,3.5363,90100,NEAR OCEAN
-117.66,33.48,22,809,180,334,157,2.3846,500001,<1H OCEAN
-118.29,34.05,40,907,349,1426,323,1.8571,143800,<1H OCEAN
-121.34,37.99,11,4487,868,2195,780,3.9615,194600,INLAND
-117.28,32.74,33,4168,1112,1785,984,2.7515,247700,NEAR OCEAN
-122.06,37.38,21,1798,399,837,410,5.6999,470000,NEAR BAY
-118.41,33.88,40,925,254,371,227,5.2533,500001,<1H OCEAN
-117.18,33.51,13,270,42,120,42,6.993,500001,<1H OCEAN
-118.34,34.18,45,3046,633,1448,599,3.24,226900,<1H OCEAN
-118.02,34.12,37,2250,360,989,329,6.1536,366000,INLAND
-122.11,37.36,34,1575,183,511,180,13.1867,500001,NEAR BAY
-121.37,36.83,14,3658,612,1951,600,4.76,216000,INLAND
-117.71,34.08,26,2744,494,1411,465,4.2639,154200,INLAND
-121.25,38.69,24,1014,185,606,194,4.1607,112800,INLAND
-117.87,33.84,16,1545,354,730,350,4.5112,139000,<1H OCEAN
-118.4,34.03,43,1006,201,520,199,6.5669,372800,<1H OCEAN
-124.16,40.79,52,2148,421,975,430,2.2566,92700,NEAR OCEAN
-117.21,34.11,26,1757,304,905,281,3.4103,90900,INLAND
-118.52,34.21,36,2394,424,1490,427,4.3261,206700,<1H OCEAN
-118.09,34.07,45,593,133,481,128,2.5938,199300,<1H OCEAN
-119.78,36.8,34,2200,493,1243,431,1.8514,66500,INLAND
-117.32,33.99,27,5464,850,2400,836,4.711,133500,INLAND
-117.27,34.42,9,5643,1005,3166,957,3.2077,93300,INLAND
-122.26,37.89,52,3706,531,1205,504,6.6828,370900,NEAR BAY
-122.17,37.78,42,1524,260,651,267,3.6875,157300,NEAR BAY
-121.8,37.69,17,3956,639,2222,662,5.4324,215500,INLAND
-122.39,37.6,36,1770,499,1225,459,2.56,273100,NEAR OCEAN
-119.77,36.31,14,3677,863,2191,785,2.6218,69100,INLAND
-121.1,38.94,42,410,117,706,112,1.0179,125000,INLAND
-117.19,32.75,52,1388,213,513,211,6.1309,411600,NEAR OCEAN
-120.04,39.24,30,2369,469,510,213,2.65,123800,INLAND
-118.06,34.08,42,1988,402,1239,402,3.2569,201500,<1H OCEAN
-118.44,34.2,17,2934,950,2517,889,2.936,232500,<1H OCEAN
-122.26,38.1,24,1213,395,699,386,1.3007,94600,NEAR BAY
-118.36,34.04,34,3239,806,2331,765,2.0538,125800,<1H OCEAN
-119.57,36.1,37,1676,316,707,274,2.0595,60700,INLAND
-118.32,34.09,27,210,98,332,112,2.5556,175000,<1H OCEAN
-121.49,38.51,30,3166,607,1857,579,3.1768,79500,INLAND
-118.22,34.03,45,554,214,888,218,1.8125,139600,<1H OCEAN
-122.26,38.13,28,3072,790,1375,705,1.6368,91200,NEAR BAY
-121.76,36.92,20,2687,637,2154,610,2.6434,169700,<1H OCEAN
-117.84,34.04,4,9959,1544,4904,1429,6.9754,402500,<1H OCEAN
-118.11,33.75,24,1608,314,592,314,5.0926,390500,NEAR OCEAN
-121.5,38.57,9,745,175,297,160,3.358,77500,INLAND
-118.4,33.99,36,1280,240,704,217,5.9632,328100,<1H OCEAN
-117.95,33.68,26,2249,344,1311,373,5.0287,265000,<1H OCEAN
-123.07,38.46,31,855,217,280,139,2.3611,112500,NEAR OCEAN
-118.02,33.76,27,2905,587,1781,561,4.25,214800,<1H OCEAN
-116.92,32.84,16,4675,834,2188,817,4.6674,178000,<1H OCEAN
-122.24,37.8,52,888,168,360,175,2.1944,211500,NEAR BAY
-121.78,37.31,25,2093,297,983,338,6.4664,271500,<1H OCEAN
-122.2,37.48,30,1170,258,610,243,3.4427,263500,NEAR BAY
-118.39,33.82,30,3433,918,1526,828,4.5817,500001,NEAR OCEAN
-122.14,37.69,37,2141,535,1093,555,2.9958,178400,NEAR BAY
-118.1,34.05,26,1495,328,1296,304,2.913,152300,<1H OCEAN
-122,37.28,32,2782,495,1092,455,5.4103,335900,<1H OCEAN
-122.22,37.81,52,2024,339,756,340,4.072,270100,NEAR BAY
-122,37.39,36,1236,229,880,247,5.791,239400,<1H OCEAN
-118.1,33.84,36,2572,421,1318,434,5.1836,219700,<1H OCEAN
-118.39,34.28,24,4694,820,3566,777,4.4818,166200,<1H OCEAN
-122.24,40.19,29,1912,336,859,325,3.7,70500,INLAND
-118.4,33.99,36,1225,213,591,227,5.4663,326700,<1H OCEAN
-120.68,35.25,16,4208,897,1634,806,2.2868,233700,NEAR OCEAN
-117.99,34.15,44,2492,611,1951,596,3.1304,185600,INLAND
-121.42,37.74,38,773,147,320,134,2.825,152500,INLAND
-122.48,37.73,47,2382,392,867,376,5.2598,371500,NEAR OCEAN
-118,33.96,37,2414,323,878,305,9.1541,453800,<1H OCEAN
-118.11,33.79,36,1993,354,884,337,5.587,244900,<1H OCEAN
-122.42,37.76,37,1291,588,1846,557,1.3365,225000,NEAR BAY
-117.21,32.87,12,1428,303,528,269,4.1429,254400,NEAR OCEAN
-118.34,34.09,5,2665,954,1733,766,2.3568,204700,<1H OCEAN
-121.07,39.09,17,1878,345,892,299,2.8864,143100,INLAND
-118.36,33.82,26,5166,1313,2738,1239,3.3565,360800,<1H OCEAN
-121.26,37.95,39,1841,428,1368,390,2.1583,62000,INLAND
-123.82,40.16,19,2283,634,1184,453,1.2227,76800,<1H OCEAN
-122.02,37.33,25,3823,584,1689,571,7.3693,373600,<1H OCEAN
-117.93,33.68,33,2664,432,1197,429,5.069,264200,<1H OCEAN
-117.17,32.63,26,1617,279,2745,250,3.5357,67500,NEAR OCEAN
-118.37,34.17,42,600,171,377,181,2.4107,184400,<1H OCEAN
-118.05,34.15,32,5131,665,1877,622,8.2004,500001,INLAND
-118.35,33.8,32,1434,296,672,285,4.875,311700,<1H OCEAN
-121.6,37.91,13,2479,394,1075,350,5.1017,241400,INLAND
-121.96,36.88,37,2846,553,939,433,4.7468,294400,NEAR OCEAN
-118.13,33.76,52,2216,526,940,530,4.5469,381000,NEAR OCEAN
-121.91,37.31,46,3052,587,1373,590,4.7287,340000,<1H OCEAN
-117.3,34.1,44,589,130,504,137,1.775,63400,INLAND
-122.25,37.83,28,5022,1750,2558,1661,2.4234,218500,NEAR BAY
-122.49,37.73,37,1399,224,530,235,3.9219,433300,NEAR OCEAN
-118.17,33.91,39,1157,273,877,305,3.1087,171000,<1H OCEAN
-117.49,33.93,26,2970,576,2156,558,3.9522,124600,INLAND
-121.47,38.55,48,1091,403,926,336,1.1458,65400,INLAND
-121.59,39.79,20,743,171,395,168,1.625,88300,INLAND
-122.66,38.48,21,2066,393,919,395,3.267,176200,<1H OCEAN
-117.9,33.91,36,1376,257,687,221,3.5403,195400,<1H OCEAN
-119.85,36.97,13,2872,477,1607,481,4.475,102400,INLAND
-118.37,33.81,36,1283,209,563,209,6.9296,500001,NEAR OCEAN
-120.86,35.4,21,2787,641,1106,501,2.7043,186200,NEAR OCEAN
-121.33,38.02,37,1964,315,915,335,4.3008,119800,INLAND
-117.08,32.82,16,1787,236,770,228,7.1298,278600,<1H OCEAN
-118.44,34.21,41,1440,325,1014,322,2.875,168600,<1H OCEAN
-118.3,33.95,27,1774,444,1622,402,2.2031,96900,<1H OCEAN
-122.01,39.21,39,1214,250,660,249,2.4559,75000,INLAND
-118.37,34.21,36,1392,326,1181,303,3.1563,176400,<1H OCEAN
-118,33.66,25,4041,903,1689,784,4.2289,442700,NEAR OCEAN
-119.82,34.45,24,3592,533,1683,528,6.7247,333800,NEAR OCEAN
-120.87,37.6,32,4579,914,2742,856,2.6619,86200,INLAND
-122.17,37.45,35,1025,242,388,232,5.1995,500001,NEAR BAY
-117.17,32.78,42,1104,305,892,270,2.2768,145200,NEAR OCEAN
-120.43,36.18,29,579,116,218,99,2.1458,104200,INLAND
-118.2,33.89,40,2538,564,2170,541,2.7212,107900,<1H OCEAN
-121.96,37.3,23,4040,843,2181,843,4.0403,303400,<1H OCEAN
-117.08,33.08,23,3400,501,1383,488,4.9844,249100,<1H OCEAN
-121.96,37.32,11,1711,493,1094,543,3.73,227700,<1H OCEAN
-122.08,37.61,26,2261,443,1039,395,3.7931,203900,NEAR BAY
-120.45,34.64,30,2330,422,1255,449,3.8512,134600,NEAR OCEAN
-122.13,37.87,18,1820,220,728,229,10.3713,426100,NEAR BAY
-117.37,33.98,27,1342,547,844,484,1.1194,95800,INLAND
-119.69,35.62,18,820,239,1345,207,2.1186,47500,INLAND
-122.44,37.78,16,883,236,601,219,2.151,146900,NEAR BAY
-117.99,33.75,22,3024,754,2357,743,3.3125,191800,<1H OCEAN
-120.45,34.95,10,2207,644,2232,543,2.375,98500,<1H OCEAN
-119.27,34.28,52,2239,420,941,397,4.125,349000,NEAR OCEAN
-117.11,32.76,28,1457,397,672,342,1.9799,122700,NEAR OCEAN
-118.42,34.06,40,2933,565,1077,536,6.1527,500001,<1H OCEAN
-117.9,33.85,31,3413,764,2326,728,4.325,187100,<1H OCEAN
-117.86,33.87,12,1600,251,685,256,5.1784,254000,<1H OCEAN
-122.42,37.76,52,1494,610,1630,590,1.65,265000,NEAR BAY
-121.78,37.22,18,2127,387,1547,402,5.0958,217100,<1H OCEAN
-117.05,32.61,21,6034,1205,3795,1146,3.2633,129700,NEAR OCEAN
-121.9,37.34,52,241,69,385,64,2.619,212500,<1H OCEAN
-117.76,33.83,15,3086,457,1262,436,6.4415,300700,<1H OCEAN
-121.9,37.35,42,2082,626,1396,610,3.25,185300,<1H OCEAN
-120.84,38.81,11,1280,286,609,248,3.1635,132600,INLAND
-119.32,34.35,16,52,16,51,15,2.475,225000,NEAR OCEAN
-121.9,37.31,52,2125,431,1014,443,5.8186,281100,<1H OCEAN
-117.96,33.87,35,1972,367,1152,356,3.7222,187500,<1H OCEAN
-121.81,37.25,20,3398,771,1231,744,2.0288,350000,<1H OCEAN
-120.74,39.82,9,1955,398,294,122,3.9583,126500,INLAND
-117.06,32.66,24,2587,491,1617,458,3.5066,133400,NEAR OCEAN
-118.02,33.82,21,2052,456,1173,432,3.7885,204500,<1H OCEAN
-118.44,34.18,35,972,270,550,256,2.2461,215000,<1H OCEAN
-118.58,34.22,35,2560,441,1428,468,5.6345,228200,<1H OCEAN
-118.1,33.96,38,1657,335,1195,309,4.1711,160100,<1H OCEAN
-122.72,38.35,16,3049,609,1675,618,2.4117,162500,<1H OCEAN
-117,32.85,24,1888,319,950,319,5.282,140800,<1H OCEAN
-118.37,33.88,26,2620,530,1282,525,4.4828,340700,<1H OCEAN
-122.43,37.79,25,1637,394,649,379,5.0049,460000,NEAR BAY
-117.37,33.19,18,975,382,650,286,1.9562,192500,NEAR OCEAN
-117.67,33.51,18,1645,393,1490,355,3.4792,126400,<1H OCEAN
-118.46,34.23,20,4609,1499,5349,1377,2.7121,169400,<1H OCEAN
-117.31,34.44,10,1731,299,1056,312,3.6007,104000,INLAND
-121.9,38.04,36,1489,331,838,259,1.2024,90200,INLAND
-117.27,34.13,36,3337,687,2388,589,2.9628,87800,INLAND
-117.87,33.88,24,2655,702,1519,708,3.3036,183900,<1H OCEAN
-121.35,38.58,20,2992,378,1105,368,8.6572,320200,INLAND
-122.86,38.62,35,2597,522,1231,499,2.7432,174000,<1H OCEAN
-122.24,37.79,27,1632,492,1171,429,2.3173,125000,NEAR BAY
-121.45,38.52,37,1477,321,888,312,2.5592,70300,INLAND
-118.26,33.91,44,892,139,440,159,2.8859,120800,<1H OCEAN
-118.24,34.13,45,1971,439,1245,430,4.0272,260500,<1H OCEAN
-122.04,37.35,28,3250,485,1328,473,7.4729,431600,<1H OCEAN
-122.4,37.78,32,352,132,313,105,2.5742,350000,NEAR BAY
-117.03,32.77,19,4819,1492,2572,1336,2.3393,118200,<1H OCEAN
-118.31,34.01,50,1463,354,912,293,1.7386,109400,<1H OCEAN
-122.29,37.89,52,979,175,374,153,5.1675,270600,NEAR BAY
-117.89,33.6,36,1496,247,441,203,7.8164,500001,<1H OCEAN
-118.11,34.14,44,3298,615,1417,643,4.1324,434800,<1H OCEAN
-122.22,37.8,52,2721,541,1185,515,4.5428,239800,NEAR BAY
-119.25,35.75,36,1598,443,1658,417,1.517,52100,INLAND
-117.12,32.75,25,2222,634,1025,568,1.64,130000,NEAR OCEAN
-122.27,37.8,39,1715,623,1327,467,1.8477,179200,NEAR BAY
-116.25,33.69,5,1664,444,907,374,2.7667,92900,INLAND
-118.12,34.03,20,2595,428,1751,479,5.6112,308000,<1H OCEAN
-118.11,34.11,50,2131,294,753,284,6.7099,352200,<1H OCEAN
-117.1,32.7,28,633,137,525,170,3.6042,95600,NEAR OCEAN
-117.12,32.58,34,2003,466,1226,443,3.0613,136700,NEAR OCEAN
-121.31,38.67,27,1998,353,970,343,4.8224,115500,INLAND
-117.53,33.92,12,2290,319,728,228,6.1561,233500,INLAND
-119.73,34.41,29,1769,297,703,269,4.4375,350000,NEAR OCEAN
-122.01,37.94,18,2077,298,937,292,6.3809,273600,NEAR BAY
-118.67,34.28,21,4059,598,2133,634,5.6949,235300,<1H OCEAN
-118.42,34.04,51,1975,348,771,357,6.626,500001,<1H OCEAN
-122.21,40.18,30,744,156,410,165,2.1898,63200,INLAND
-118.26,34.02,37,1551,501,2173,474,2.1667,117700,<1H OCEAN
-121.06,38.51,6,6873,959,2354,931,6.8869,263100,INLAND
-118.4,33.89,36,2334,430,1033,407,6.6321,481500,<1H OCEAN
-118.12,33.81,37,1798,331,860,340,4.2143,228500,<1H OCEAN
-121.98,37.16,42,2533,433,957,398,5.3468,279900,<1H OCEAN
-122.69,38.45,36,1943,337,711,318,3.9191,183000,<1H OCEAN
-118.41,34.16,32,3060,505,1159,510,6.3703,465800,<1H OCEAN
-121.33,38.57,17,1621,350,706,338,2.3684,150000,INLAND
-117.99,33.73,24,2104,421,1181,414,3.8365,250900,<1H OCEAN
-117.35,33.16,22,1331,305,580,193,3.975,500001,NEAR OCEAN
-117.12,34.06,38,281,55,151,52,1.3906,120800,INLAND
-118.4,33.78,26,5005,776,2357,790,8.5421,500001,NEAR OCEAN
-118.25,34.01,36,879,262,1034,236,1.2857,99300,<1H OCEAN
-121.07,38.66,22,1831,274,813,269,4.6394,173400,INLAND
-120.2,39.33,26,1988,379,905,321,3.7841,109500,INLAND
-117.19,34.03,36,2223,361,942,331,4.6806,152400,INLAND
-120.89,37.52,42,1200,221,647,192,2.5402,157500,INLAND
-122.24,37.47,36,2021,433,1117,432,3.929,303100,NEAR OCEAN
-117.09,32.56,8,864,156,626,172,4.8984,151500,NEAR OCEAN
-120.63,38.75,17,3145,621,1432,559,2.7201,117500,INLAND
-117.65,33.49,16,2223,454,628,382,4.3603,248800,<1H OCEAN
-117.29,33.08,18,3225,515,1463,476,5.7787,346700,NEAR OCEAN
-122.2,37.89,37,3881,560,1315,517,7.3195,367500,NEAR BAY
-118.15,34.18,46,2230,488,1985,456,2.2328,142100,<1H OCEAN
-120.97,37.66,19,1974,393,799,377,3.1286,137500,INLAND
-120.96,37.67,18,1442,229,538,220,4.2969,163200,INLAND
-121.34,36.76,15,2638,429,1289,357,4.1528,336800,INLAND
-116.17,33.66,22,639,203,664,153,1.9306,47500,INLAND
-122.86,39.05,20,1592,327,647,253,2.5326,136800,INLAND
-117.37,33.96,33,3974,548,1398,528,7.2519,216600,INLAND
-121.06,39.04,14,1651,279,633,261,4.2802,194800,INLAND
-122.04,37.96,20,1143,346,578,298,2.2411,151800,NEAR BAY
-117.03,32.72,37,2192,455,1515,446,3.0588,120600,NEAR OCEAN
-122.43,37.72,52,3351,719,2101,706,3.0107,242000,NEAR BAY
-122.01,37.93,25,2652,335,1062,334,7.5898,330200,NEAR BAY
-118.33,34.19,45,1505,347,799,319,3.138,217000,<1H OCEAN
-118.2,33.97,28,2474,702,2830,694,2.754,166200,<1H OCEAN
-117.86,33.8,34,1793,480,1722,441,2.8235,153100,<1H OCEAN
-121.36,36.81,7,4609,741,1660,720,5.0871,290500,INLAND
-117.17,34.12,3,15695,2248,6080,1920,6.2178,173900,INLAND
-122.51,37.76,43,2345,624,1439,614,2.8448,268900,NEAR OCEAN
-121.26,38.27,20,1314,229,712,219,4.4125,144600,INLAND
-121.88,38,22,721,117,367,129,5.3098,151900,INLAND
-118.16,33.86,26,6607,1663,4066,1558,2.5068,156300,<1H OCEAN
-118.27,33.96,38,1126,270,999,265,0.5495,91700,<1H OCEAN
-120.43,35.17,16,947,163,477,137,3.851,315000,<1H OCEAN
-117.13,32.75,37,4142,1031,1936,968,2.693,174100,NEAR OCEAN
-115.56,32.96,21,2164,480,1164,421,3.8177,107200,INLAND
-122.33,38,35,3779,711,2493,679,2.9781,109000,NEAR BAY
-116.39,34.15,15,5583,1149,2709,964,1.9779,73300,INLAND
-116.35,34.13,9,1969,406,805,349,1.5491,62300,INLAND
-122.48,37.71,43,3850,1018,1497,829,3.5296,400000,NEAR OCEAN
-119.29,36.32,35,1898,481,1123,433,1.1419,62900,INLAND
-120.88,37.57,22,1440,267,774,249,3.9821,204300,INLAND
-118.34,34.17,52,1133,212,545,222,4.875,249500,<1H OCEAN
-122.12,37.4,31,2356,405,921,358,7.0245,500001,NEAR BAY
-118.44,34.18,33,2127,414,1056,391,4.375,286100,<1H OCEAN
-118.12,33.75,41,2072,491,742,414,3.9934,500001,NEAR OCEAN
-118.4,34.14,45,417,89,187,88,5.1377,360700,<1H OCEAN
-116.93,33.73,13,3603,573,1644,515,4.0433,132300,INLAND
-122.39,37.76,52,3390,691,1645,596,3.7051,253700,NEAR BAY
-119.01,36.02,17,3915,742,1768,688,2.375,79800,INLAND
-115.58,32.81,10,1088,203,533,201,3.6597,87500,INLAND
-117.2,33.83,14,1265,230,621,173,3.6618,161300,INLAND
-122.2,37.75,36,606,132,531,133,1.5809,70000,NEAR BAY
-120.45,37.32,19,3136,466,1631,484,3.6471,101400,INLAND
-117.66,34.15,20,2524,311,965,285,8.0103,395500,INLAND
-117.11,32.78,16,2220,512,930,527,3.6528,133200,NEAR OCEAN
-118.08,34.11,42,1969,353,927,354,5.5924,285300,<1H OCEAN
-120.66,35.27,17,2719,589,1386,570,3.7337,208200,NEAR OCEAN
-118.1,33.94,33,639,129,460,118,3.1607,189000,<1H OCEAN
-119.03,35.41,37,1761,443,911,365,2.0331,53200,INLAND
-117.92,33.92,19,2181,400,1272,337,5.1952,302100,<1H OCEAN
-121.93,37.72,26,2806,459,1453,444,4.9107,213800,<1H OCEAN
-118.47,34.02,38,2163,651,1759,584,2.3382,297500,<1H OCEAN
-117.96,33.7,23,4417,740,1865,693,5.3428,279300,<1H OCEAN
-118.19,34.03,42,2250,629,2588,609,1.9719,134200,<1H OCEAN
-121.18,39.23,8,2112,360,782,344,3.7125,175000,INLAND
-122.28,37.84,49,1916,447,863,378,1.9274,122300,NEAR BAY
-117.24,34.11,23,1920,454,1161,358,2.2109,73200,INLAND
-122.18,37.89,18,4845,735,1634,734,8.1489,499000,NEAR BAY
-117.99,34.08,35,1032,207,954,191,2.8906,134800,INLAND
-118.12,33.75,47,3330,569,1220,557,7.3672,500001,NEAR OCEAN
-118.38,33.96,44,2395,458,1287,450,4.6923,299000,<1H OCEAN
-122.28,38.29,19,531,112,139,80,1.9875,325000,NEAR BAY
-117.12,32.91,8,3405,961,1742,918,2.8728,114600,<1H OCEAN
-118.13,34.08,35,2517,662,1883,607,2.5787,223000,<1H OCEAN
-118.18,34.09,40,2744,708,2747,674,2.6226,148800,<1H OCEAN
-121.2,37.79,36,866,160,502,149,2.4798,101500,INLAND
-122.11,38.09,11,673,145,318,137,2.3929,122500,NEAR BAY
-122.4,37.62,44,1619,362,1064,335,4.0238,224200,NEAR OCEAN
-118.01,33.85,29,2064,447,1265,400,3.8864,209300,<1H OCEAN
-117.95,33.92,11,3127,706,1594,694,4.3426,141300,<1H OCEAN
-117.19,33.9,3,21060,3366,9623,2812,4.189,143000,INLAND
-120.6,38.76,22,1236,273,615,248,3.0217,106900,INLAND
-121.96,37.34,18,4438,939,1901,895,5.3873,288300,<1H OCEAN
-121.96,37.84,29,7479,977,2744,943,7.5139,398200,INLAND
-119.74,36.71,17,5872,1250,5034,1224,2.1905,61800,INLAND
-117.77,33.7,4,2446,622,1315,560,3.7147,137500,<1H OCEAN
-117.79,33.84,9,10484,1603,4005,1419,8.3931,365300,<1H OCEAN
-117.12,32.57,21,1738,295,983,298,4.8274,174100,NEAR OCEAN
-118.33,33.94,31,3757,1102,3288,964,1.9309,137500,<1H OCEAN
-118.28,34.01,34,2305,775,2450,740,1.7143,132000,<1H OCEAN
-117.98,34.06,36,2391,407,1967,398,4.0274,160700,<1H OCEAN
-117.03,33.13,15,7000,1185,3555,1118,4.7022,172800,<1H OCEAN
-122.46,37.65,16,8676,1633,5130,1574,4.8096,262000,NEAR OCEAN
-118.18,33.79,27,1580,510,1896,448,2.0186,130000,NEAR OCEAN
-119.01,35.37,33,821,181,579,172,1.2469,46700,INLAND
-118.19,33.79,29,3497,1096,2994,919,1.8109,137500,NEAR OCEAN
-121.84,36.61,15,2190,586,1570,510,1.875,122300,<1H OCEAN
-118.93,36.1,19,2988,681,1654,576,2.3792,90000,INLAND
-121.48,39.1,19,2043,421,1018,390,2.5952,92400,INLAND
-117.21,32.83,28,3241,533,1334,513,4.1806,199600,NEAR OCEAN
-118.36,33.89,37,1719,426,1266,424,3.375,228000,<1H OCEAN
-122.57,38.58,18,2083,506,926,487,1.9925,225000,INLAND
-118.94,34.18,25,3502,508,1713,508,5.5181,242100,<1H OCEAN
-122.14,37.9,32,5738,746,2099,732,10.3224,500001,NEAR BAY
-119.85,36.83,11,2497,427,1101,405,4.8036,141600,INLAND
-118.2,33.93,36,2210,634,2341,553,2.1715,131100,<1H OCEAN
-122.03,37.69,20,200,25,83,31,6.5,340000,NEAR BAY
-117.21,32.81,27,1318,216,495,191,5.2837,283800,NEAR OCEAN
